Date Started,Who am I,Rating,Was your issue resolved,Comments,Who worked on your issue
5/15/2018,Vendor,5,Yes,The customer service rep I spoke was AWESOME! She was very thorough and made sure everything was resolved before she hung up. She is a keeper!,"Jennifer, Specialist"
5/15/2018,Vendor,5,Yes,"Had a courteous representative, and they got back to me in a timely manner.","Joann, Specialist"
5/15/2018,Vendor,5,Yes,The customer care representative was able to fix my issue quickly. My apologies that I've forgotten her name.,"Sherry, Specialist"
5/14/2018,Buyer,4,Yes,[No Answer Entered],"Joann, Specialist"
5/14/2018,Vendor,5,Yes,[No Answer Entered],"Joann, Specialist"
5/14/2018,Other,5,Yes,I was very impressed with the eVA Customer Care employee.  It was very considerate that he took the time to call to explain what action needed to taken to resolve the issue.,"Jamel, Lead"
5/14/2018,Buyer,5,Yes,Nothing to improve. The representative was professional and courteous. Thank you.,"Natasha, Lead"
5/14/2018,Vendor,5,Yes,Never ever had an issue all ways great service,"Miranda, Specialist"
5/14/2018,Vendor,5,Yes,"I wish I could remember who I spoke with, as she was extremely professional, courteous and helpful.  I hope there is a way to identify her based on the time I called, which was 1:09 PM on Monday, May 14, 2018.","Miranda, Specialist"
5/14/2018,Vendor,5,Yes,very polite.,"Jennifer, Specialist"
5/14/2018,Vendor,5,Yes,Easy.  clear... friendly,"Jennifer, Specialist"
5/12/2018,Vendor,5,Yes,[No Answer Entered],"Sherry, Specialist"
5/11/2018,Vendor,5,Yes,[No Answer Entered],"Natasha, Lead"
5/11/2018,Buyer,5,Yes,[No Answer Entered],"Joann, Specialist"
5/11/2018,Vendor,5,Yes,[No Answer Entered],"Miranda, Specialist"
5/11/2018,Vendor,5,Yes,[No Answer Entered],"Joann, Specialist"
5/11/2018,Buyer,1,No,"First the person didn't listen i had to repeat myself several time, didn't seen to understand the issue.","Joann, Specialist"
5/11/2018,Buyer,3,No,"I was directed to the Sourcing and Contracting Guide, but the guide indicated that it is only possible to post an Intent to Award, not an Award.  I'll just do RFP solicitations via VBO from now on.","Jennifer, Specialist"
5/11/2018,Buyer,5,Yes,"Natasha was very knowledgeable, friendly and efficient.  Great work!","Natasha, Lead"
5/11/2018,Vendor,5,Yes,Mel was wonderfully helpful. He was knowledgeable and offered assistance throughout.,"Jamel, Lead"
5/11/2018,Vendor,5,Yes,"I was contacted directly as I did not have our company's registration info. I was told it had to be sent to the registered user, which it was and the issue was resolved.","Natasha, Lead"
5/11/2018,Vendor,5,Yes,I was able to speak with Joann twice trying to get my password changed.  She was extremely helpful and pleasant to work with.  She stayed on the line and walked me through all the steps.  Unfortunately we got disconnected and she called back to make sure I was able to log in and my problem was resolved.  Great Customer Service!,"Joann, Specialist"
5/11/2018,Vendor,5,Yes,very inform and wonder customer friendly voice and service,"Joann, Specialist"
5/10/2018,Other,5,Yes,[No Answer Entered],"Joann, Specialist"
5/10/2018,Vendor,5,Yes,[No Answer Entered],"Miranda, Specialist"
5/10/2018,Vendor,5,Yes,[No Answer Entered],"Miranda, Specialist"
5/10/2018,Vendor,5,Yes,[No Answer Entered],"Sherry, Specialist"
5/10/2018,Vendor,5,Yes,[No Answer Entered],"Lakeia, Specialist"
5/10/2018,Buyer,2,No,"Ever since the Google Main transition, placing order through the VCD punchout catalog is very difficult.  I attempted to order a product which was available through the punchout but would not load and I kept getting an error message similar to ""all order quantities are 0"". The eVA customer service rep contacted VDC because they say it's their (VDC)  issue. After extended wait times, I was told to just put the order in as a non catalog order but then had to be conferenced back in with VDC to get the product information.  There is an OBVIOUS issue between eVA and the VDC punch out site.  Prior to being migrated to GMail, I had to use Google Chrome to properly access the VDC punchout.  Since the migration, I have been told I can only access the punchout catalog through Internet Explorer.  This make not sense and it still doesn't work.","Sherry, Specialist"
5/10/2018,Buyer,4,No,The representative was knowledgeable about the subject,"Jennifer, Specialist"
5/10/2018,SWaM,5,Yes,Very quick & professional!,"Miranda, Specialist"
5/10/2018,Buyer,5,Yes,"very knowledgeable, efficient, and friendly","Sherry, Specialist"
5/10/2018,Buyer,5,Yes,"The representative who assisted me was personable, knowledgeable, and a true pleasure to assist me. Thanks for having such an amazing customer service rep.","Joann, Specialist"
5/10/2018,Buyer,5,Yes,My customer service rep was great!  She helped me find the information I needed.,"Joann, Specialist"
5/10/2018,Buyer,5,Yes,"The Eva representative was extremwly helpful, very professional and courteous.","Jennifer, Specialist"
5/10/2018,Buyer,5,Yes,Jennifer was nice and helpful.,"Jennifer, Specialist"
5/10/2018,Vendor,5,No,Very knowledgeable.,"Sherry, Specialist"
5/10/2018,Vendor,5,Yes,I spoke with 3 different representatives and they were all very helpful.,"Sherry, Specialist"
5/10/2018,Vendor,5,Yes,Very friendly and able to answer my questions.,"Joann, Specialist"
5/9/2018,Buyer,4,Yes,[No Answer Entered],"Joann, Specialist"
5/9/2018,Buyer,4,Yes,[No Answer Entered],"Miranda, Specialist"
5/9/2018,Buyer,5,Yes,[No Answer Entered],"Natasha, Lead"
5/9/2018,Buyer,5,Yes,[No Answer Entered],"Jennifer, Specialist"
5/9/2018,Vendor,5,Yes,[No Answer Entered],"Miranda, Specialist"
5/9/2018,SWaM,5,Yes,"Very Polite, patient and precise. Extremely helpful","Miranda, Specialist"
5/9/2018,Other,5,Yes,Jennifer was helpful in pointing me in the right direction for what I was looking for.,"Jennifer, Specialist"
5/9/2018,Buyer,5,Yes,Our buyer was able to reach a Mr. Rodriquez who was able to resolve the issue quickly.  The ticket I put in was responded to by a representative shortly after the issue was resolved.  Great service by both the call and the ticket.,"Jamel, Lead"
5/9/2018,Buyer,5,Yes,Sherry was very patient and extremely helpful.  Very pleasant to work with.,"Sherry, Specialist"
5/9/2018,Buyer,5,Yes,Very helpful,"Joann, Specialist"
5/9/2018,Buyer,5,Yes,"Disappointed that I can not change the status of my Quick Quote to ""Awarded"" after expiration of time for award even though the award was already made in eVA.","Jennifer, Specialist"
5/9/2018,Vendor,5,Yes,"Very helpful, polite, and easy to understand.","Miranda, Specialist"
5/9/2018,Vendor,5,Yes,Very professional,"Miranda, Specialist"
5/9/2018,Vendor,5,Yes,Sherry was very helpful. I could not fax my W-9 so she provided an e-mail address and also showed me where to upload the w-9 on the portal.,"Sherry, Specialist"
5/9/2018,Vendor,5,Yes,I was not aware they we had lost our certification. How do we know that? Are emails sent out with this notification or some other type of communication?,"Joann, Specialist"
5/9/2018,Vendor,5,Yes,Great person and very helpful.,"Joann, Specialist"
5/8/2018,Buyer,5,Yes,[No Answer Entered],"Jennifer, Specialist"
5/8/2018,Buyer,4,Yes,[No Answer Entered],"Sherry, Specialist"
5/8/2018,Buyer,5,Yes,[No Answer Entered],"Miranda, Specialist"
5/8/2018,Vendor,5,Yes,[No Answer Entered],"Miranda, Specialist"
5/8/2018,Vendor,5,Yes,[No Answer Entered],"Sherry, Specialist"
5/8/2018,SWaM,5,Yes,"I worked with Joann and she was most helpful, very patient, took time to make sure this experience and update was done correctly.  She was a delight and extremely professional.","Joann, Specialist"
5/8/2018,Buyer,5,Yes,excellant,"Miranda, Specialist"
5/8/2018,Buyer,5,Yes,The customer service rep had so much patience. I truly appreciate her.,"Sherry, Specialist"
5/8/2018,Buyer,5,Yes,"Sherry was very professional and had good telephone etiquette.  Usually, this day and time - that is unusual.","Sherry, Specialist"
5/8/2018,Buyer,5,Yes,Excellent Customer service.  Thanks to all.,"Sherry, Specialist"
5/8/2018,Buyer,5,Yes,Very professional and easy to talk to.  Great start to my day!!,"Joann, Specialist"
5/8/2018,Buyer,5,Yes,Great experience!  Representative was patient and explained information in detail.  Thank you...   :),"Joann, Specialist"
5/8/2018,Vendor,5,No,got correct info for me to follow up and resolve call,"Joann, Specialist"
5/8/2018,Vendor,5,Yes,GREAT SERVICE THANKS,"Natasha, Lead"
5/8/2018,Vendor,5,Yes,"I've responded to two other survey's along with this one.  I have my surveys not coinciding together correctly. However, all in all everyone was very helpful with their endeavors in resolving my problem.  Thanks to your entire wonderful team.  God Bless","Jamel, Lead"
5/8/2018,Vendor,5,Yes,It was resolved to the best of their ability.,"Sherry, Specialist"
5/8/2018,Vendor,5,Yes,Great service,"Joann, Specialist"
5/8/2018,Vendor,5,Yes,"Very patient! Helpful, knowledgeable.","Jennifer, Specialist"
5/8/2018,Vendor,5,Yes,Jennifer was awesome!,"Jennifer, Specialist"
5/8/2018,Vendor,5,Yes,Great customer care agent.,"Miranda, Specialist"
5/7/2018,Buyer,5,Yes,[No Answer Entered],"Miranda, Specialist"
5/7/2018,Other,5,Yes,[No Answer Entered],"Jennifer, Specialist"
5/7/2018,Buyer,5,Yes,[No Answer Entered],"Joann, Specialist"
5/7/2018,Vendor,5,Yes,[No Answer Entered],"Natasha, Lead"
5/7/2018,Vendor,5,Yes,[No Answer Entered],"Miranda, Specialist"
5/7/2018,Vendor,5,Yes,[No Answer Entered],"Sherry, Specialist"
5/7/2018,Vendor,5,Yes,[No Answer Entered],"Joann, Specialist"
5/7/2018,Vendor,5,Yes,[No Answer Entered],"Jennifer, Specialist"
5/7/2018,Vendor,5,Yes,[No Answer Entered],"Jennifer, Specialist"
5/7/2018,Vendor,5,Yes,[No Answer Entered],"Jennifer, Specialist"
5/7/2018,Vendor,5,Yes,[No Answer Entered],"Jennifer, Specialist"
5/7/2018,Vendor,4,No,"Issue is not resolved YET, but help desk told me what to do to get it resolved.  Making progress.  Thank you.","Miranda, Specialist"
5/7/2018,Vendor,4,Yes,"The robot experience was frustrating, but then found out it was continuing to recycle because a Dunns # was needed. Was told it was not...","Jennifer, Specialist"
5/7/2018,Other,5,Yes,"The eVA customer care representative was helpful, courteous, and friendly.  She answered our questions, so that my client was able to make a good decision as to how to proceed.","Joann, Specialist"
5/7/2018,Buyer,5,Yes,Terry Hudgins was a tremendous help as well as the customer service representative that directed me to Ms. Hudgins.,"Jamel, Lead"
5/7/2018,Buyer,5,Yes,"Very Professional, helpful and courteous.","Lakeia, Specialist"
5/7/2018,Buyer,5,Yes,It is always a pleasure to speak with your service personnel.  I am completely satisfied with the results.  Thanks for all you do!,"Joann, Specialist"
5/7/2018,Buyer,5,Yes,"Thanks once again for a job well done!  The information I receive from my inquiries help me to communicate more effectively with our customers.

Great job!  Thanks again.","Jennifer, Specialist"
5/7/2018,Vendor,5,Yes,She was excellent and very helpful!,"Sherry, Specialist"
5/7/2018,Vendor,5,Yes,Quick and Easy,"Jennifer, Specialist"
5/7/2018,Vendor,5,Yes,We received a call the same day and the eVA rep helped us with our question and resolved our issue.,"Jennifer, Specialist"
5/7/2018,Vendor,5,Yes,"Jennifer was very patient, knowledgeable and helpful.","Jennifer, Specialist"
5/4/2018,Buyer,4,Yes,[No Answer Entered],"Jennifer, Specialist"
5/4/2018,Buyer,5,Yes,[No Answer Entered],"Jennifer, Specialist"
5/4/2018,Vendor,5,Yes,[No Answer Entered],"Jennifer, Specialist"
5/4/2018,SWaM,5,Yes,great,"Jennifer, Specialist"
5/4/2018,Buyer,5,Yes,Miranda did a great job in answering my questions and helping me resolve my issues.,"Miranda, Specialist"
5/4/2018,Buyer,5,Yes,"Miranda effectively addressed all of my questions and concerns.  She was very professional, courteous and helpful.  Keep up the great work!!!!!","Miranda, Specialist"
5/4/2018,Buyer,5,Yes,She was fantastic.....thank you.,"Jennifer, Specialist"
5/4/2018,Buyer,5,Yes,Very patient and cordial,"Jennifer, Specialist"
5/4/2018,Vendor,5,Yes,Having spent some time with another associate with eVA customer support and Ariba customer support I was not optimistic that the issue would be resolved in one call. The lady who looked after me today was exceptional. Thoroughly investigated the issue and got it fixed. Thank you very much. 05/04/18 call at 09:48am for 45min.,"Miranda, Specialist"
5/4/2018,Vendor,5,Yes,Very helpful as always,"Miranda, Specialist"
5/4/2018,Vendor,5,Yes,"Joann was the most pleasant person that I have ever dealt with on-line to resolve an issue.
She was so patient and helpful and I really enjoyed working with her.","Joann, Specialist"
5/4/2018,Vendor,5,Yes,"Prompt, courteous, helpful","Jennifer, Specialist"
5/4/2018,Vendor,5,Yes,"Very helpful call, the rep quickly responded to all of my concerns and questions. She was fantastic.","Jennifer, Specialist"
5/4/2018,Vendor,5,Yes,Very helpful and efficient,"Jennifer, Specialist"
