Date Started,Who am I,Rating for Cust Care,Was your issue resolved?,Contact Customer?,Comments about Customer Care,Rating for eVA,Comments about eVA Overall,Who worked on your issue
3/13/2019,Vendor,5,No,No,The eVA Customer Care representative was great!  But she wasn't able to get to the root of the problem because it was in another system.,5,The representative was very knowledgeable and patient.  She got as far to the root of the problem as she could and then told me how I could proceed to try to get it resolved,"Joann, Specialist"
3/13/2019,Vendor,5,Yes,No,[No Answer Entered],5,Very helpful helping work through a problem. Glad you have people on your staff like Devyonne,"Sherry, Specialist"
3/13/2019,Vendor,5,Yes,No,[No Answer Entered],5,She was very helpful,"Devyonne, Specialist"
3/13/2019,Vendor,5,Yes,Yes,the customer service lady patiently helped me to make sure our account is active.,5,the customer service lady patiently helped me to make sure our account is active.,"Chandra, Specialist"
3/14/2019,Other,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
3/14/2019,Buyer,5,Yes,No,"I always obtain the information I need to better serve our customers and it is indeed a pleasure to call your customer service department.  The courtesy, sense of urgency and attention to detail is always appreciated.  Great job!",5,[No Answer Entered],"Jennifer, Specialist"
3/14/2019,Vendor,5,Yes,No,"The support was Fantastic! They were pleasant, efficient, helpful and patient. They addressed all of my questions, were prompt in getting back to me with next steps and follow ups and I was able to resolve the issue quickly and without any concern moving forward.",5,"The support was Fantastic! They were pleasant, efficient, helpful and patient. My suggestion, hire more individuals like who i was able to work with.","Joann, Specialist"
3/14/2019,Buyer,5,Yes,No,"My account was temporarily deactivated due to no logins within a 90-day period. The customer service agent quickly helped with the issue by informing of the deactivation and providing the information of the eVA local government account executive for Fairfax County, who reactivated my account.",5,[No Answer Entered],"Sherry, Specialist"
3/14/2019,Buyer,5,Yes,No,[No Answer Entered],4,[No Answer Entered],"Jennifer, Specialist"
3/14/2019,Vendor,5,Yes,No,Excellent care,5,[No Answer Entered],"Chandra, Specialist"
3/14/2019,Buyer,5,Yes,No,I am pretty sure that we use to be able to change an order at any point and do a change order or cancel if needed and it seemed really easy.  It seems strange to me that I would get a comment that the order is being processed and can't be changed.  There would be times that we maybe could stop a shipment if we found out that we didn't need that item and not have to get it returned.,5,I got the order canceled and new confirming order done which is what I was needing to reconcile.,"Devyonne, Specialist"
3/14/2019,Vendor,5,No,No,she told me how to resolve my issue which was greta help and it should be resolved soon,5,[No Answer Entered],"Jennifer, Specialist"
3/14/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
3/14/2019,Buyer,5,Yes,No,I was able to understand the process needed to conclude my issue and the representative (Sherry?) was extremely helpful and pleasant.,5,[No Answer Entered],"Sherry, Specialist"
3/14/2019,Other,5,Yes,No,"Customer Care Rep was kind, polite and professional.
",5,My eVA experience was good.,"Joann, Specialist"
3/14/2019,Buyer,5,Yes,No,excellent customer service!,5,[No Answer Entered],"Portia, Specialist"
3/14/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
3/14/2019,Vendor,5,Yes,Yes,"The representative I had was Joann Ward, she was outstanding!!  I am hoping if I ever have to call back I get her.  She is a true blessing.",5,Some of the forms on the website I find slightly confusing.,"Joann, Specialist"
3/14/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
3/14/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
3/14/2019,Vendor,5,Yes,No,The customer rep was very professional and knowledgeable.,4,"During the new registration process, an error had occurred upon submission.  The description of the error was not user-friendly and I couldn't figure out the error which was why I called customer service.   The error turned out to be the naming of my W9 file which had a hyphen.  If the error message described exactly why the error occurred due to the hyphen in the file name, this would have been more efficient as it took me 30 mins to figure out why the page errored out resulting in having to call customer service.","Sherry, Specialist"
3/14/2019,Vendor,5,Yes,No,"very nice assistant, voice pleasant",5,[No Answer Entered],"Portia, Specialist"
3/14/2019,SWaM (SBSD),5,Yes,No,VERY helpful and coutreous,5,[No Answer Entered],"Miranda, Specialist"
3/14/2019,SWaM (SBSD),1,No,No,"I was trying to review a PO on Arbia.  It was no longer showing on their system and I was concerned because I had no billed it yet, even though it was delivered.  I did not see any contact info on Ariba site.  I realize their service was probably outsourced, since it orginates with eVA. I called eVA.  Sherry answered the call. I explained my concern, she said you have to call them and gave me their number 866-218-2155.  
It turns out that number is totally automated, they say if you are a  vendor press #3, then PO question, press # 2, when you follow the promps, it ends with, we have transitioned all our help, click on the link on the right side.  Then it disconnects. REALLY?  I'm sorry, I like and expect good customer service and that is far from it. 
So I called eVA back, this time I got JoANN.  SHE IS AWESOME.  She deserves a raise!!  Anyway I explained my concern again, I told her about automated number and that I needed to talk to a person.  She actually called the automated number to see how to reach a person. She came back on the phone with a heavyily accented man, that sounded like he just woke up.      I proceeded to say I realize the PO only stays in their system for 14 days ( unless I ugrade). I was not aware of that earlier. I said I would like help or instructions on using your system.  I dont know what happen the call disconnected.  

I think it would be helpful, if there was some kind of instruction booklet or webinar for using Ariba.  

The current process leaves a bad tatse in your mouth and is a deterent to using eVA.",3,see above,"Sherry, Specialist"
3/14/2019,Vendor,1,No,Yes,[No Answer Entered],2,[No Answer Entered],"Sherry, Specialist"
3/14/2019,Vendor,5,Yes,No,Excellent customer Service. Out standing person took my call. I wish other departments will follow you.,5,Keep up the good work,"Miranda, Specialist"
3/14/2019,Vendor,5,Yes,No,Great,5,[No Answer Entered],"Joann, Specialist"
3/15/2019,Buyer,5,Yes,No,"The representatives were patient, knowledgeable and understanding.  The issue was resolved the same day of the call.",5,[No Answer Entered],"Devyonne, Specialist"
3/15/2019,Buyer,5,Yes,No,I just want to thank the eVA Customer Care Manager for clarifying the issue.,5,[No Answer Entered],"Natasha, Lead"
3/15/2019,Buyer,5,Yes,No,Jennifer was thorough and efficient.,5,[No Answer Entered],"Jennifer, Specialist"
3/15/2019,Vendor,3,Yes,No,"My question was answered, though I wasn't sure why a phone call was needed rather than an email response that would be less interrupting.",4,[No Answer Entered],"Sherry, Specialist"
3/15/2019,Vendor,5,Yes,No,great,5,great,"Jennifer, Specialist"
3/15/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
3/15/2019,Buyer,5,No,No,The service was great.  My issue wasn't resolved because I was simply inquiring about a vendor's eVA status.  The vendor will need to contact customer care and resolve the issue.,4,[No Answer Entered],"Miranda, Specialist"
3/15/2019,Buyer,5,Yes,No,"The representatives were patient, knowledgeable and understanding.  The issue was resolved the same day of the call.",5,[No Answer Entered],"Devyonne, Specialist"
3/15/2019,Buyer,5,Yes,No,I just want to thank the eVA Customer Care Manager for clarifying the issue.,5,[No Answer Entered],"Natasha, Lead"
3/15/2019,Buyer,5,Yes,No,Jennifer was thorough and efficient.,5,[No Answer Entered],"Jennifer, Specialist"
3/15/2019,Vendor,3,Yes,No,"My question was answered, though I wasn't sure why a phone call was needed rather than an email response that would be less interrupting.",4,[No Answer Entered],"Sherry, Specialist"
3/15/2019,Vendor,5,Yes,No,great,5,great,"Jennifer, Specialist"
3/15/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
3/15/2019,Buyer,5,No,No,The service was great.  My issue wasn't resolved because I was simply inquiring about a vendor's eVA status.  The vendor will need to contact customer care and resolve the issue.,4,[No Answer Entered],"Miranda, Specialist"
3/15/2019,Vendor,4,Yes,No,Our company had not logged in for an extended period. The eVA rep. advised regarding the process.,4,[No Answer Entered],"Jennifer, Specialist"
3/15/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
3/15/2019,Vendor,5,Yes,No,I was walked through step-by-step for updating our account since the person of record is no longer at our company.  She was extremely helpful and nice.,5,I was walked through step-by-step for updating our account since the person of record is no longer at our company.  She was extremely helpful and nice.,"Jennifer, Specialist"
3/15/2019,Vendor,5,Yes,No,Friendly great service.,5,"Friendly, great service.","Miranda, Specialist"
3/15/2019,Other,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Miranda, Specialist"
3/18/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
3/18/2019,Vendor,5,Yes,No,Awesome,5,[No Answer Entered],"Miranda, Specialist"
3/18/2019,Vendor,5,Yes,No,Very helpful.,5,[No Answer Entered],"Sherry, Specialist"
3/18/2019,Vendor,5,Yes,No,"My service provider was quick to diagnose the potential issues and provide solutions, despite my misunderstanding of my login information. She got to the root of the misunderstanding very quickly (and kindly)!
",5,[No Answer Entered],"Portia, Specialist"
3/18/2019,Vendor,5,Yes,No,Representative was very courteous and very helpful.,5,[No Answer Entered],"Devyonne, Specialist"
3/18/2019,Vendor,3,No,No,[No Answer Entered],3,I receive no value from the system,"Joann, Specialist"
3/18/2019,SWaM (SBSD),5,Yes,No,Very prompt and helpful response!,4,"New website design for online submissions is a bit unstable/slow code-wise. Seems to jump back to the earlier purple version of the website. I had to switch browsers to internet explorer and then wait over 5 minutes for a page to load showing my document had been attached.  It worked out, but if I was up against a tight deadline, that delay might have caused me to miss responding.","Chandra, Specialist"
3/18/2019,Vendor,5,Yes,No,Devyonne was patient thorough and saved the day! Thank you!,5,[No Answer Entered],"Devyonne, Specialist"
3/18/2019,Buyer,4,Yes,No,"Long wait time but my rep was professional, knowledgeable and took care of all my questions.",5,[No Answer Entered],"Sherry, Specialist"
3/18/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
3/18/2019,Vendor,5,Yes,Yes,THE YOUNG LADY WAS SO HELPFUL AND KNOWLEDGABLE SHE WAS AMAZING GIVE HER A RAISE,5,NOT ENOUGH SPACE TO EXPRESS MY APRECIATION,"Miranda, Specialist"
3/18/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
3/18/2019,Buyer,5,Yes,No,[No Answer Entered],5,Thank you Sherry for your prompt attention to my issue!,"Sherry, Specialist"
3/18/2019,Vendor,5,Yes,No,I forgot her name but she was a great help. Sorry,5,[No Answer Entered],"Miranda, Specialist"
3/18/2019,Vendor,5,Yes,No,reset login password,5,"I am 99% certain that I spoke to Ms. Chandra. She was very helpful and even stayed a few minutes late to help resolve the issue.

Thank you.","Chandra, Specialist"
3/18/2019,Vendor,5,Yes,No,Portia is a great. Always professional and comforting. Thank you!,5,Portia is a great. Always professional and comforting. Thank you!,"Portia, Specialist"
3/19/2019,Vendor,5,Yes,No,Great customer service and help system,5,Share screen is very helpful tool and customer service rep was exceptional,"Portia, Specialist"
3/19/2019,Vendor,5,No,No,You found my PO number but when I logged in and searched for it...it said no results for that number. So I've had to put it back on the client for getting a copy of it to me.,5,[No Answer Entered],"Portia, Specialist"
3/19/2019,Buyer,5,Yes,No,Always excellent!,5,[No Answer Entered],"Miranda, Specialist"
3/19/2019,Buyer,5,Yes,No,Professional.,5,[No Answer Entered],"Miranda, Specialist"
3/19/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
3/19/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
3/19/2019,Buyer,5,Yes,No,"Shondra was extremely helpful in walking me through pulling up an eVA order from August 2017.  When it did not easily work for me, she was very patient and walked me through the process again. It finally worked when using a different browser.  She was knowledgeable, professional, helpful and resourceful.  Great customer service experience.  Thank you Shondra",5,"Any time I have ever had to call eVA, I have found the experience to be very helpful and pleasant and each issue was resolved quickly.","Chandra, Specialist"
3/19/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Miranda, Specialist"
3/19/2019,Vendor,5,Yes,No,She was great! BUT I cannot remember her name. I'm sorry.,5,[No Answer Entered],"Chandra, Specialist"
3/19/2019,Vendor,5,Yes,No,Everyone who helped me was outstanding! A+,5,[No Answer Entered],"Chandra, Specialist"
3/19/2019,Vendor,5,Yes,No,Extremely helpful,5,[No Answer Entered],"Miranda, Specialist"
3/19/2019,Vendor,5,Yes,No,Very quick.,5,[No Answer Entered],"Devyonne, Specialist"
